date,home_team,away_team,home_score,away_score,neutral,result,home_hist_pts,home_rank_pos,away_hist_pts,away_rank_pos,result_binary,home_perf_pts,away_perf_pts,home_form,away_form,home_gf_avg,away_gf_avg,home_ga_avg,away_ga_avg,dif_points,dif_form,dif_ranking_pos,dif_gf,dif_ga
2001-03-28,Martinique,Guadeloupe,4,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.75,0.0,2.0,1.3333333333333333,1.75,3.3333333333333335,0.0,1.75,0.0,0.6666666666666667,-1.5833333333333335
2001-03-28,Slovenia,Serbia,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.4545454545454546,1.6538461538461537,1.4545454545454546,1.6923076923076923,1.3181818181818181,1.1538461538461537,0.0,-0.19930069930069916,0.0,-0.2377622377622377,0.16433566433566438
2001-03-28,North Macedonia,Turkey,1,2,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.5882352941176471,1.1666666666666667,0.8823529411764706,0.9444444444444444,1.411764705882353,1.0,0.0,-0.5784313725490197,0.0,-0.06209150326797386,0.41176470588235303
2001-03-28,Scotland,San Marino,4,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.5555555555555556,0.0,1.1111111111111112,0.125,0.9444444444444444,5.5,0.0,1.5555555555555556,0.0,0.9861111111111112,-4.555555555555555
2001-03-28,Italy,Lithuania,4,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.6521739130434783,0.8095238095238095,1.3478260869565217,0.8095238095238095,0.782608695652174,2.238095238095238,0.0,0.8426501035196687,0.0,0.5383022774327122,-1.4554865424430643
2001-03-28,Albania,England,1,3,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.1875,1.380952380952381,1.125,1.3333333333333333,1.0,0.7619047619047619,0.0,-0.19345238095238093,0.0,-0.20833333333333326,0.23809523809523814
2001-03-28,Argentina,Venezuela,5,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.92,0.64,1.72,1.0,0.96,2.24,0.0,1.2799999999999998,0.0,0.72,-1.2800000000000002
2001-03-28,Austria,Israel,2,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.0714285714285714,1.1666666666666667,1.6428571428571428,1.7222222222222223,1.5,1.6111111111111112,0.0,-0.09523809523809534,0.0,-0.07936507936507953,-0.11111111111111116
2001-03-28,Belarus,Norway,2,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.8,1.7692307692307692,0.6666666666666666,1.5769230769230769,1.4666666666666666,0.7692307692307693,0.0,-0.9692307692307691,0.0,-0.9102564102564102,0.6974358974358973
2001-03-28,Bulgaria,Northern Ireland,4,3,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.4782608695652173,0.8125,1.3043478260869565,0.75,0.9565217391304348,1.5,0.0,0.6657608695652173,0.0,0.5543478260869565,-0.5434782608695652
2001-03-28,Cyprus,Estonia,2,2,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.375,1.375,1.6875,1.2916666666666667,2.3125,1.375,0.0,0.0,0.0,0.39583333333333326,0.9375
2001-03-28,Andorra,Republic of Ireland,0,3,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.23529411764705882,1.65,0.47058823529411764,1.55,2.7058823529411766,0.95,0.0,-1.414705882352941,0.0,-1.0794117647058825,1.7558823529411767
2001-03-28,Czech Republic,Denmark,0,0,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.9565217391304348,1.4761904761904763,1.9130434782608696,1.5714285714285714,0.8695652173913043,1.0,0.0,0.48033126293995854,0.0,0.3416149068322982,-0.13043478260869568
2001-03-28,Ecuador,Brazil,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.1666666666666667,2.176470588235294,1.2083333333333333,2.588235294117647,1.3333333333333333,0.9117647058823529,0.0,-1.0098039215686272,0.0,-1.379901960784314,0.42156862745098034
2001-03-28,Georgia,Romania,0,2,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.625,1.6129032258064515,0.9375,1.6129032258064515,1.3125,1.1612903225806452,0.0,-0.9879032258064515,0.0,-0.6754032258064515,0.15120967741935476
2001-03-28,Greece,Germany,2,4,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.52,1.5416666666666667,1.52,1.75,0.96,1.125,0.0,-0.021666666666666723,0.0,-0.22999999999999998,-0.16500000000000004
2001-03-28,Honduras,United States,1,2,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,2.142857142857143,1.6206896551724137,2.8214285714285716,1.6896551724137931,1.0357142857142858,0.7586206896551724,0.0,0.5221674876847291,0.0,1.1317733990147785,0.27709359605911343
2001-03-28,Liechtenstein,Bosnia and Herzegovina,0,3,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.0,1.25,0.15384615384615385,1.1,3.1538461538461537,1.1,0.0,-1.25,0.0,-0.9461538461538462,2.0538461538461537
2001-04-01,Maldives,Cambodia,6,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.7272727272727273,0.3333333333333333,0.9090909090909091,1.0,2.227272727272727,3.066666666666667,0.0,0.393939393939394,0.0,-0.09090909090909094,-0.8393939393939398
2001-04-04,Suriname,Aruba,5,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.8333333333333334,1.0,0.3333333333333333,1.75,0.5,2.75,0.0,-0.16666666666666663,0.0,-1.4166666666666667,-2.25
2001-04-04,Lebanon,Bahrain,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,0.7894736842105263,1.35,1.105263157894737,0.9,1.105263157894737,1.2,0.0,-0.5605263157894738,0.0,0.20526315789473693,-0.09473684210526301
2001-04-04,Guyana,Saint Martin,2,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,-3.0,0.0,-3.0,-1.0
2001-04-04,Cayman Islands,British Virgin Islands,2,2,1,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,0.6428571428571429,0.8333333333333334,1.0714285714285714,1.4166666666666667,2.2142857142857144,2.0833333333333335,0.0,-0.19047619047619047,0.0,-0.34523809523809534,0.13095238095238093
2001-04-04,Barbados,Grenada,2,1,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.9411764705882353,1.0833333333333333,1.1764705882352942,2.0,2.0588235294117645,2.3333333333333335,0.0,-0.14215686274509798,0.0,-0.8235294117647058,-0.274509803921569
2001-04-04,Cuba,Dominica,3,1,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.5,0.8571428571428571,1.5833333333333333,1.2857142857142858,0.75,2.2857142857142856,0.0,0.6428571428571429,0.0,0.29761904761904745,-1.5357142857142856
2001-04-05,Haiti,Panama,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.16,1.0869565217391304,1.68,1.1304347826086956,2.16,1.7826086956521738,0.0,0.07304347826086954,0.0,0.5495652173913044,0.3773913043478263
2001-04-05,Oman,Sudan,0,1,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.2857142857142858,0.9411764705882353,1.5714285714285714,0.8235294117647058,1.4285714285714286,1.1764705882352942,0.0,0.34453781512605053,0.0,0.7478991596638656,0.25210084033613445
2001-04-06,Suriname,Barbados,2,2,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.1428571428571428,1.0555555555555556,1.0,1.2222222222222223,0.42857142857142855,2.0,0.0,0.08730158730158721,0.0,-0.22222222222222232,-1.5714285714285714
2001-04-06,Martinique,British Virgin Islands,6,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.0,0.8461538461538461,2.4,1.4615384615384615,1.6,2.076923076923077,0.0,1.1538461538461537,0.0,0.9384615384615385,-0.476923076923077
2001-04-06,Cuba,Saint Martin,1,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.56,2.0,1.64,2.0,0.76,1.3333333333333333,0.0,-0.43999999999999995,0.0,-0.3600000000000001,-0.5733333333333333
2001-04-06,Grenada,Aruba,4,2,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.0,0.8,1.9230769230769231,1.4,2.3076923076923075,3.2,0.0,0.19999999999999996,0.0,0.5230769230769232,-0.8923076923076927
2001-04-06,Guyana,Dominica,2,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.5,0.8,1.0,1.2666666666666666,0.0,2.3333333333333335,0.0,0.7,0.0,-0.2666666666666666,-2.3333333333333335
2001-04-07,Brunei,Yemen,0,5,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.0,1.0,0.5714285714285714,2.3333333333333335,3.142857142857143,2.1666666666666665,0.0,-1.0,0.0,-1.761904761904762,0.9761904761904763
2001-04-07,Fiji,American Samoa,13,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.142857142857143,0.0,2.857142857142857,1.0,1.0,2.0,0.0,2.142857142857143,0.0,1.8571428571428572,-1.0
2001-04-07,Haiti,Panama,0,0,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.1153846153846154,1.0833333333333333,1.6538461538461537,1.125,2.1153846153846154,1.75,0.0,0.03205128205128216,0.0,0.5288461538461537,0.3653846153846154
2001-04-07,Mauritania,Cape Verde,0,1,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.5714285714285714,1.125,0.5714285714285714,1.0,1.2857142857142858,0.75,0.0,-0.5535714285714286,0.0,-0.4285714285714286,0.5357142857142858
2001-04-07,Oman,Sudan,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.2272727272727273,1.0555555555555556,1.5,0.8333333333333334,1.4090909090909092,1.1111111111111112,0.0,0.1717171717171717,0.0,0.6666666666666666,0.297979797979798
2001-04-07,Samoa,Tonga,0,1,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.0,1.5,1.0,1.5,1.0,1.5,0.0,-0.5,0.0,-0.5,-0.5
2001-04-08,Suriname,Grenada,3,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.0,1.1428571428571428,1.125,2.0714285714285716,0.625,2.2857142857142856,0.0,-0.1428571428571428,0.0,-0.9464285714285716,-1.6607142857142856
2001-04-08,Mauritius,Namibia,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.625,0.6538461538461539,1.0625,1.1923076923076923,2.0625,1.5,0.0,-0.028846153846153855,0.0,-0.1298076923076923,0.5625
2001-04-08,Martinique,Cayman Islands,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,2.1666666666666665,0.6,3.0,1.1333333333333333,1.3333333333333333,2.2,0.0,1.5666666666666664,0.0,1.8666666666666667,-0.8666666666666669
2001-04-08,Mali,Liberia,3,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.2352941176470589,1.8461538461538463,1.2352941176470589,1.6153846153846154,1.3529411764705883,0.9230769230769231,0.0,-0.6108597285067874,0.0,-0.38009049773755654,0.4298642533936652
2001-04-08,Guyana,Cuba,0,3,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,2.0,1.6153846153846154,1.3333333333333333,1.6153846153846154,0.0,0.7307692307692307,0.0,0.3846153846153846,0.0,-0.28205128205128216,-0.7307692307692307
2001-04-08,India,United Arab Emirates,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.5555555555555556,1.1363636363636365,1.7222222222222223,1.5454545454545454,1.1111111111111112,1.4090909090909092,0.0,0.4191919191919191,0.0,0.1767676767676769,-0.297979797979798
2001-04-08,Dominica,Saint Martin,2,3,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.75,1.5,1.1875,1.5,2.3125,1.25,0.0,-0.75,0.0,-0.3125,1.0625
2001-04-08,Barbados,Aruba,5,2,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.0526315789473684,0.6666666666666666,1.263157894736842,1.5,2.0,3.3333333333333335,0.0,0.38596491228070173,0.0,-0.23684210526315796,-1.3333333333333335
2001-04-08,Indonesia,Maldives,5,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.625,0.8260869565217391,2.1666666666666665,1.1304347826086956,1.1666666666666667,2.130434782608696,0.0,0.7989130434782609,0.0,1.036231884057971,-0.963768115942029
2001-04-09,American Samoa,Samoa,0,8,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.0,0.0,0.5,0.0,7.5,1.0,0.0,0.0,0.0,0.5,6.5
2001-04-09,Australia,Tonga,22,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.5,2.0,2.5625,1.3333333333333333,0.875,1.0,0.0,-0.5,0.0,1.2291666666666667,-0.125
2001-04-10,Haiti,United States Virgin Islands,12,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.0740740740740742,0.0,1.5925925925925926,0.2,2.037037037037037,5.4,0.0,1.0740740740740742,0.0,1.3925925925925926,-3.362962962962963
2001-04-10,Guadeloupe,Saint Lucia,2,3,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.0,1.5909090909090908,1.25,1.9090909090909092,3.5,1.3636363636363635,0.0,-1.5909090909090908,0.0,-0.6590909090909092,2.1363636363636367
2001-04-11,Mexico,Chile,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.4130434782608696,1.28125,1.7391304347826086,1.375,1.1521739130434783,1.25,0.0,0.13179347826086962,0.0,0.36413043478260865,-0.09782608695652173
2001-04-11,Samoa,Fiji,1,6,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.5,2.25,4.0,4.125,0.5,0.875,0.0,-0.75,0.0,-0.125,-0.375
2001-04-11,Australia,American Samoa,31,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.588235294117647,0.0,3.7058823529411766,0.3333333333333333,0.8235294117647058,7.666666666666667,0.0,1.588235294117647,0.0,3.372549019607843,-6.843137254901961
2001-04-12,Guadeloupe,United States Virgin Islands,11,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.0,0.0,1.4,0.3333333333333333,3.4,6.5,0.0,0.0,0.0,1.0666666666666667,-3.1
2001-04-12,Haiti,Saint Lucia,3,2,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.1428571428571428,1.6521739130434783,1.9642857142857142,1.9565217391304348,2.0,1.391304347826087,0.0,-0.5093167701863355,0.0,0.007763975155279379,0.6086956521739131
2001-04-12,Iraq,Macau,8,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.75,0.75,1.625,0.25,0.9166666666666666,1.25,0.0,1.0,0.0,1.375,-0.33333333333333337
2001-04-12,Nepal,Kazakhstan,0,6,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.1538461538461537,1.6666666666666667,1.6153846153846154,1.3333333333333333,2.230769230769231,1.4444444444444444,0.0,-0.512820512820513,0.0,0.28205128205128216,0.7863247863247864
2001-04-14,Kazakhstan,Macau,3,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.8,0.6,1.8,0.2,1.3,2.6,0.0,1.2000000000000002,0.0,1.6,-1.3
2001-04-14,Saint Lucia,United States Virgin Islands,14,1,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.5833333333333333,0.0,1.9583333333333333,0.2857142857142857,1.4583333333333333,7.142857142857143,0.0,1.5833333333333333,0.0,1.6726190476190474,-5.68452380952381
2001-04-14,Haiti,Guadeloupe,2,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.206896551724138,0.5,2.0,3.0,2.0,2.8333333333333335,0.0,0.7068965517241379,0.0,-1.0,-0.8333333333333335
2001-04-14,Iraq,Nepal,9,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.8,1.0714285714285714,1.88,1.5,0.88,2.5,0.0,0.7285714285714286,0.0,0.3799999999999999,-1.62
2001-04-14,Australia,Fiji,2,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.6666666666666667,2.3333333333333335,5.222222222222222,4.333333333333333,0.7777777777777778,0.8888888888888888,0.0,-0.6666666666666667,0.0,0.8888888888888893,-0.11111111111111105
2001-04-14,American Samoa,Tonga,0,5,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.0,1.5,0.25,1.0,13.5,6.25,0.0,-1.5,0.0,-0.75,7.25
2001-04-14,Brunei,United Arab Emirates,0,12,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.0,1.0869565217391304,0.5,1.4782608695652173,3.375,1.391304347826087,0.0,-1.0869565217391304,0.0,-0.9782608695652173,1.983695652173913
2001-04-15,Cambodia,Maldives,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,0.3125,0.7916666666666666,0.9375,1.0833333333333333,3.25,2.25,0.0,-0.47916666666666663,0.0,-0.14583333333333326,1.0
2001-04-15,India,Yemen,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.631578947368421,1.2857142857142858,1.6842105263157894,2.7142857142857144,1.0526315789473684,1.8571428571428572,0.0,0.3458646616541352,0.0,-1.030075187969925,-0.8045112781954888
2001-04-16,Nepal,Macau,4,1,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.0,0.5,1.4666666666666666,0.16666666666666666,2.933333333333333,2.6666666666666665,0.0,0.5,0.0,1.2999999999999998,0.2666666666666666
2001-04-16,Australia,Samoa,11,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.736842105263158,1.0,5.052631578947368,3.0,0.7368421052631579,2.3333333333333335,0.0,0.736842105263158,0.0,2.052631578947368,-1.5964912280701755
2001-04-16,Bahrain,Oman,0,1,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.3333333333333333,1.173913043478261,0.9047619047619048,1.4782608695652173,1.1904761904761905,1.391304347826087,0.0,0.15942028985507228,0.0,-0.5734989648033125,-0.20082815734989645
2001-04-16,Iraq,Kazakhstan,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.8461538461538463,1.9090909090909092,2.1538461538461537,1.9090909090909092,0.8846153846153846,1.1818181818181819,0.0,-0.06293706293706292,0.0,0.24475524475524457,-0.2972027972027973
2001-04-16,Tonga,Fiji,1,8,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.8,2.1,1.8,3.9,5.0,1.0,0.0,-0.30000000000000004,0.0,-2.0999999999999996,4.0
2001-04-21,Zambia,Angola,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.0789473684210527,1.7083333333333333,0.868421052631579,1.5,0.9736842105263158,0.9166666666666666,0.0,-0.6293859649122806,0.0,-0.631578947368421,0.05701754385964919
2001-04-21,Sierra Leone,Nigeria,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.7272727272727273,1.8695652173913044,0.7272727272727273,1.6956521739130435,1.5454545454545454,0.782608695652174,0.0,-1.1422924901185771,0.0,-0.9683794466403162,0.7628458498023715
2001-04-21,Morocco,Namibia,3,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.5384615384615385,0.6538461538461539,0.8461538461538461,1.1538461538461537,0.8846153846153846,1.4615384615384615,0.0,0.8846153846153847,0.0,-0.3076923076923076,-0.5769230769230769
2001-04-21,Senegal,Algeria,3,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.2903225806451613,1.3333333333333333,1.3870967741935485,1.4583333333333333,0.8387096774193549,1.2083333333333333,0.0,-0.043010752688172005,0.0,-0.07123655913978477,-0.3696236559139784
2001-04-21,Kazakhstan,Nepal,4,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.8333333333333333,1.125,1.8333333333333333,1.625,1.1666666666666667,2.8125,0.0,0.7083333333333333,0.0,0.20833333333333326,-1.6458333333333333
2001-04-21,Burkina Faso,Malawi,4,2,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.8461538461538461,0.625,1.0769230769230769,1.0416666666666667,1.4615384615384615,1.5416666666666667,0.0,0.22115384615384615,0.0,0.03525641025641013,-0.08012820512820529
2001-04-21,Macau,Iraq,0,5,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.42857142857142855,1.7777777777777777,0.2857142857142857,2.111111111111111,2.857142857142857,0.8888888888888888,0.0,-1.349206349206349,0.0,-1.8253968253968256,1.9682539682539684
2001-04-22,Cameroon,Libya,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.235294117647059,1.4,1.9411764705882353,1.45,0.5294117647058824,1.6,0.0,0.835294117647059,0.0,0.4911764705882353,-1.0705882352941178
2001-04-22,China,Maldives,10,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.2692307692307692,0.8,2.269230769230769,1.08,1.1153846153846154,2.2,0.0,0.4692307692307691,0.0,1.189230769230769,-1.0846153846153848
2001-04-22,DR Congo,Madagascar,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.15,1.1333333333333333,1.3,1.1333333333333333,1.3,0.9333333333333333,0.0,0.016666666666666607,0.0,0.16666666666666674,0.3666666666666667
2001-04-22,Indonesia,Cambodia,6,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.68,0.29411764705882354,2.28,0.9411764705882353,1.12,3.1176470588235294,0.0,1.3858823529411763,0.0,1.3388235294117645,-1.9976470588235293
2001-04-22,Ivory Coast,Congo,2,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.65,1.3846153846153846,1.55,1.3461538461538463,0.9,1.3846153846153846,0.0,0.26538461538461533,0.0,0.2038461538461538,-0.48461538461538456
2001-04-22,Liberia,Sudan,2,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.8461538461538463,1.0526315789473684,1.5384615384615385,0.8421052631578947,0.8461538461538461,1.105263157894737,0.0,0.7935222672064779,0.0,0.6963562753036439,-0.2591093117408908
2001-04-22,Mozambique,Lesotho,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.0666666666666667,0.7586206896551724,0.8,0.7241379310344828,1.0,1.4137931034482758,0.0,0.3080459770114943,0.0,0.07586206896551728,-0.4137931034482758
2001-04-23,Kazakhstan,Macau,5,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.9230769230769231,0.375,2.0,0.25,1.0769230769230769,3.125,0.0,1.5480769230769231,0.0,1.75,-2.0480769230769234
2001-04-23,Uzbekistan,Taiwan,7,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.55,0.5,2.3,0.5,1.7,2.0,0.0,1.05,0.0,1.7999999999999998,-0.30000000000000004
2001-04-23,Iraq,Nepal,4,2,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.8214285714285714,1.0588235294117647,2.2142857142857144,1.5294117647058822,0.8571428571428571,2.8823529411764706,0.0,0.7626050420168067,0.0,0.6848739495798322,-2.0252100840336134
2001-04-23,Turkmenistan,Jordan,2,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.125,1.0,2.125,1.0588235294117647,2.0,0.8235294117647058,0.0,0.125,0.0,1.0661764705882353,1.1764705882352942
2001-04-24,Panama,Haiti,2,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.08,1.2666666666666666,1.08,2.0,1.68,1.9333333333333333,0.0,-0.18666666666666654,0.0,-0.9199999999999999,-0.2533333333333334
2001-04-24,Belize,Nicaragua,2,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.25,0.0,0.5,0.0,2.5,2.8,0.0,0.25,0.0,0.5,-0.2999999999999998
2001-04-24,Chile,Uruguay,0,1,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.2424242424242424,1.3043478260869565,1.3333333333333333,1.2173913043478262,1.2424242424242424,1.0434782608695652,0.0,-0.06192358366271411,0.0,0.1159420289855071,0.19894598155467724
2001-04-24,Ecuador,Paraguay,2,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.25,1.8148148148148149,1.25,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,-0.5648148148148149,0.0,-0.08333333333333326,0.6666666666666666
2001-04-24,Egypt,Canada,3,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.6578947368421053,1.5925925925925926,1.4210526315789473,0.8888888888888888,1.0263157894736843,0.7407407407407407,0.0,0.06530214424951275,0.0,0.5321637426900585,0.2855750487329436
2001-04-24,Georgia,Israel,3,2,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.5882352941176471,1.105263157894737,0.8823529411764706,1.6842105263157894,1.3529411764705883,1.631578947368421,0.0,-0.5170278637770899,0.0,-0.8018575851393188,-0.2786377708978327
2001-04-24,Iran,South Korea,0,1,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.84375,1.4666666666666666,2.25,1.7666666666666666,0.71875,0.7666666666666667,0.0,0.37708333333333344,0.0,0.4833333333333334,-0.04791666666666672
2001-04-24,Venezuela,Colombia,2,2,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,0.6666666666666666,1.5333333333333334,1.0,1.4,2.5,1.1666666666666667,0.0,-0.8666666666666668,0.0,-0.3999999999999999,1.3333333333333333
2001-04-25,Romania,Slovakia,0,0,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.6129032258064515,1.5769230769230769,1.6451612903225807,1.0769230769230769,1.1612903225806452,0.8461538461538461,0.0,0.03598014888337464,0.0,0.5682382133995039,0.3151364764267991
2001-04-25,Poland,Scotland,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.5,1.7222222222222223,1.4,1.2777777777777777,0.95,0.8333333333333334,0.0,-0.22222222222222232,0.0,0.12222222222222223,0.11666666666666659
2001-04-25,Serbia,Russia,0,1,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.6296296296296295,2.0,1.6666666666666667,1.588235294117647,1.1481481481481481,0.8235294117647058,0.0,-0.37037037037037046,0.0,0.07843137254901977,0.3246187363834423
2001-04-25,Netherlands,Cyprus,4,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.4166666666666667,1.2941176470588236,2.0416666666666665,1.7058823529411764,1.25,2.2941176470588234,0.0,0.12254901960784315,0.0,0.3357843137254901,-1.0441176470588234
2001-04-25,Norway,Bulgaria,2,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.7037037037037037,1.4782608695652173,1.5555555555555556,1.391304347826087,0.8148148148148148,1.0869565217391304,0.0,0.22544283413848643,0.0,0.16425120772946866,-0.2721417069243156
2001-04-25,Spain,Japan,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.92,1.3461538461538463,2.24,2.0384615384615383,1.0,1.0769230769230769,0.0,0.5738461538461537,0.0,0.2015384615384619,-0.07692307692307687
2001-04-25,Moldova,Estonia,0,0,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,0.6875,1.2916666666666667,0.5,1.2916666666666667,1.25,1.4166666666666667,0.0,-0.6041666666666667,0.0,-0.7916666666666667,-0.16666666666666674
2001-04-25,Trinidad and Tobago,Mexico,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.85,1.4782608695652173,2.025,1.7608695652173914,1.175,1.1521739130434783,0.0,0.3717391304347828,0.0,0.26413043478260856,0.022826086956521774
2001-04-25,Turkey,Albania,0,2,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.263157894736842,1.1176470588235294,1.0,1.1176470588235294,1.0,1.1176470588235294,0.0,0.1455108359133126,0.0,-0.11764705882352944,-0.11764705882352944
